,"ETH / Addresses, active, count","ETH / NVT, adjusted, 90d MA","ETH / NVT, adjusted, free float,  90d MA","ETH / NVT, adjusted","ETH / NVT, adjusted, free float","ETH / Flow, in, to exchanges, USD","ETH / Flow, out, from exchanges, USD","ETH / Fees, transaction, mean, USD","ETH / Fees, transaction, median, USD","ETH / Fees, total, USD","ETH / Miner revenue, USD","ETH / Capitalization, market, free float, USD","ETH / Capitalization, realized, USD","ETH / Capitalization, market, current supply, USD","ETH / Capitalization, market, estimated supply, USD","ETH / Volatility, daily returns, 30d","ETH / Volatility, daily returns, 180d","ETH / Difficulty, last","ETH / Difficulty, mean","ETH / Hash rate, mean","ETH / Revenue, per hash unit, USD","ETH / Block, size, mean, bytes","ETH / Issuance, continuous, percent, daily",ETH / Network distribution factor,"ETH / Transactions, count","ETH / Transactions, transfers, count","ETH / Transactions, transfers, value, mean, USD"
2023-02-19,451884.0,88.56336244906859,81.36356395396086,116.581387124616,107.103850676516,169687362.0211593,164709900.3183725,5.220449824361229,2.234384542077612,5232973.683489871,905586.2288211236,184714450479.18503,159199862686.20572,201059688543.45187,202815214846.43787,0.0295284495296279,0.0391987835152158,0.0,0.0,,,100424.48686244203,0.0,0.638965905794,1002399.0,805808.0,2829.8922728947664
2023-02-20,466025.0,90.1757446979262,82.83394948354567,80.693644616172,74.123848981454,281994721.2631117,193906641.8967229,6.342050787392161,2.5956534245101097,6720290.6963522285,1203276.9676026443,186624708925.4328,159382005477.90045,203165757655.0491,204943522300.9078,0.0293649632296014,0.0392056832370201,0.0,0.0,,,109068.16201430776,0.0,0.639252509623,1059640.0,849034.0,3868.053293750309
2023-02-21,482475.0,87.77619927911512,80.62398677219447,71.710010484842,65.86690907383,290752145.3868212,297711360.45179164,5.968740426767522,2.569986145384226,6471845.557339757,884338.1943462184,181582361561.6104,158821377613.8163,197690664926.29883,199424887941.10797,0.0298307293863573,0.0392252794952253,0.0,0.0,,,106062.980604357,0.0,0.639169521578,1084290.0,843635.0,4331.967493792118
2023-02-22,478582.0,86.79798536417186,79.70939066078734,64.561790290438,59.289175231762,227851838.402236,312085738.75599897,6.490237702074997,2.696451293380045,7014902.027673037,881823.3834104375,180097291060.4387,158782519307.7306,196113430349.94608,197837642934.12225,0.0298712058807997,0.038249938529039,0.0,0.0,,,106556.31482525366,0.0,0.639191725587,1080839.0,821598.0,4506.613782277244
2023-02-23,513685.0,86.99255951796522,79.8617465528514,74.274261101324,68.185971861758,458804694.401501,274025772.7664881,6.67860547426841,2.857179351952658,7303302.194515053,751825.5200226747,180848997492.8797,158838497421.4589,196996908498.01437,198732905841.7349,0.0285297624468489,0.0382420550945093,0.0,0.0,,,103332.8994099466,0.0,0.639107834015,1093537.0,895660.0,4563.274468428957
2023-02-24,551239.0,84.22718985953532,77.31264736117072,66.224993691178,60.788322539081,275091851.71462893,356644894.9722146,5.35174551544279,2.404173075493793,5864287.535202261,670559.4801504492,176314726856.3019,158150954546.58542,192083630309.3188,193778467455.79065,0.0282801349225813,0.0381960468810779,0.0,0.0,,,103976.7537050106,0.0,0.638468094162,1095771.0,937491.0,3940.025624830808
2023-02-25,569008.0,83.25253243155905,76.40715156275546,101.263110736896,92.936822746513,65924727.15607804,119539787.31687346,4.112885198835296,1.919528023090362,4093262.623551652,500696.96185970085,174708505967.7712,157721985703.69357,190360787722.9257,192040606077.46545,0.0283209223574359,0.0378132525063369,0.0,0.0,,,91693.22862767156,0.0,0.638768723852,995229.0,964669.0,2417.5999774787488
2023-02-26,566025.0,86.00048011364103,78.95175514984106,101.408520277048,93.096929836224,189308053.40105197,136864314.51050785,4.256705311146919,1.9285863511300705,4183153.700075612,574384.3274548178,179872714742.85077,158283075458.67645,195931550829.62463,197661843610.38928,0.0288067520513139,0.0378597236329395,0.0,0.0,,,89707.14369995786,0.0,0.639262339789,982721.0,1071469.0,2491.364403264915
2023-02-27,524439.0,85.29393668411981,78.29811362020791,56.169143913027,51.562141261453,477405134.590036,384002567.3754929,4.545665150878971,1.974094930280326,4700726.880505756,697797.7674843936,179095678422.37518,158060956425.22043,195097617930.5428,196823869747.27304,0.028614614863062,0.0378467390178631,0.0,0.0,,,97088.7693817468,0.0,0.63909507078,1034112.0,900243.0,4618.111007217519
2023-02-28,480873.0,84.02202130214584,77.12505842333775,76.343544745486,70.076871009409,137057858.04239652,228552879.7934303,4.642690013894341,2.0544201344556656,4849911.839974501,716650.3350677748,176123047718.35797,157592411641.27493,191872975783.87103,193574258356.1793,0.0274265097392393,0.0378322683856706,0.0,0.0,,,94595.37642425096,0.0,0.638874202873,1044634.0,842774.0,3762.626482189336
2023-03-01,478681.0,86.68523786420049,79.56662553601208,75.367571679942,69.178368787669,161048525.54137567,317855515.8211526,5.808377623542376,2.609985050165135,6280929.801860915,852447.1317270106,182145190580.87463,158917829224.18958,198441231671.65067,200205191681.70392,0.0264902896025166,0.0379120949000937,0.0,0.0,,,96257.6631076145,0.0,0.638761988345,1081357.0,844975.0,4019.757154802073
2023-03-02,514380.0,86.03722739366968,78.96885761208466,87.248830924872,80.080922117604,267819974.13577265,246805355.2218315,5.210846284272296,2.316224359006124,5674351.061258317,895907.8562258666,180615534973.5161,158837823377.53503,196782128084.97888,198534926171.75323,0.0264862532530043,0.0379030711210319,0.0,0.0,,,94460.35681081844,0.0,0.638934535437,1088950.0,902184.0,3168.3335243219835
2023-03-03,487089.0,81.25457200617724,74.57488097133701,65.484925258215,60.101608881492,423407658.8805634,338102698.4601371,5.3566565299149245,2.270746075993232,5850481.338751251,969378.2187797152,171976780400.23392,157765764004.83557,187380784312.51175,189052510299.8972,0.027208240810462,0.0380672817069824,0.0,0.0,,,95722.0294407663,0.0,0.638783482054,1092189.0,921967.0,3974.764765346575
2023-03-04,462696.0,81.11395340085821,74.44277028121888,140.296985541425,128.758318734558,67810737.8344583,127780487.7972172,4.560281283259222,1.9753483037295807,4428749.090206175,593085.7723645337,171606096851.0238,157661947273.18546,186984563990.47903,188654946497.9141,0.0271967488925475,0.0380276535802307,0.0,0.0,,,101033.76941474396,0.0,0.638952175201,971157.0,946352.0,1913.459153494388
2023-03-05,432042.0,81.31412707980573,74.6285405013826,162.438585973917,149.08300719313,76352485.54987194,130383179.6106499,5.177227833654616,2.188775024702333,4871036.225116615,632765.5988332981,171360038257.2383,157596522147.83978,186711301515.95688,188381512114.99875,0.0270806909459453,0.037962863686516,0.0,0.0,,,99575.00941011235,0.0,0.638845470693,940858.0,983630.0,1546.8638826655888
2023-03-06,460021.0,81.57782304116073,74.86579946407367,78.160360003709,71.729516919384,381224373.5532163,209445758.95637137,6.085706161052721,2.8241302855220214,6311984.887532984,725984.8538136238,171772058372.02924,157582094740.07407,187172122405.6886,188851114156.3885,0.0270758108981212,0.0378286534628421,0.0,0.0,,,101210.97609673793,0.0,0.638342189633,1037182.0,952520.0,3103.141105719035
2023-03-07,444135.0,81.87183565327277,75.13062179572545,85.565529813333,78.520182280772,215571464.63987485,224585483.03174645,5.94257971625496,2.646846646198121,6151473.278440754,894687.3789847078,170933106837.27042,157410039535.26645,186270350174.0557,187945200100.0465,0.0267609054423172,0.0378301544310872,0.0,0.0,,,97429.38195615516,0.0,0.638443549167,1035152.0,910433.0,3152.6813399421976
2023-03-08,449532.0,80.3482246530003,73.72857943345883,74.844599984233,68.67838161869,179681851.44425446,253695615.98273495,5.950194473082749,2.690172978478506,6020240.162419879,720316.0908096993,168092439407.55414,156993203159.73358,183184447439.11423,184834261161.6404,0.0268575695162508,0.0376650200363925,0.0,0.0,,,99756.5479239972,0.0,0.638485823864,1011772.0,911147.0,3339.8694431646504
2023-03-09,460424.0,74.66566531137114,68.51086506388494,42.35581585178,38.864363859758,311346155.5029718,348856131.4449021,5.901917090346401,2.6471186234339834,6124696.7547557065,694921.5670486685,157391132552.79163,155592421184.33206,171530655979.98456,173078803559.21075,0.0283359485033535,0.0378769363630045,0.0,0.0,,,100964.70279769436,0.0,0.638529978652,1037747.0,922360.0,5211.19416243698
2023-03-10,464632.0,73.16333495261216,67.1304798519286,35.172433802974,32.27220793425,595497561.505969,623642930.1714245,5.2902604134869184,2.3249737733467235,5639153.087756381,955882.4225065992,157106363418.17093,155177544458.2206,171225135218.81564,172772944066.80603,0.0282961930832703,0.0378682344923041,0.0,0.0,,,100341.81248234962,0.0,0.636810044176,1065950.0,812743.0,8348.44174819895
2023-03-11,412068.0,72.40112671020619,66.42928416323102,18.707734752087,17.164669727737,909086667.5360296,1442679853.4133604,16.252937919353034,5.379924057603984,16761362.323346237,2919308.2685999344,161810257587.5402,155178409074.42813,176356634128.70337,177961947384.25787,0.0265198237039728,0.0378853404730713,0.0,0.0,,,90389.72041045823,0.0,0.63215937584,1031282.0,645821.0,21107.343686198896
2023-03-12,481017.0,76.94869733752887,70.60156106383907,44.288014081498,40.634904017356,404281515.2845829,438781117.62741184,5.664721490264013,1.9346583202022576,5522440.680593052,1572483.02461805,173773329387.30933,156328936656.55032,189395689371.05984,191121420701.53293,0.0293973724662643,0.037757706725021,0.0,0.0,,,90318.31284287522,0.0,0.63238293596,974883.0,787830.0,7436.765219300024
2023-03-13,584949.0,80.62655364502625,73.97220019248087,31.895637942319,29.26319442505,713682942.9236218,795567092.7072312,5.759279630996646,2.35372986667063,6759810.4848915385,1282794.7833945295,183768552207.55264,157747271794.26514,200299909888.8116,202117918720.25803,0.0309271340499252,0.0378866839290945,0.0,0.0,,,91746.88140350876,0.0,0.633110715123,1173725.0,904629.0,9288.873243182212
2023-03-14,510875.0,80.78951830895761,74.11805389877749,33.979960003101,31.173951271212,870698853.6184618,846048745.7939682,5.889981231601518,2.411077633186336,6511810.1101466175,1048810.797320579,186931207738.50543,158357365476.01447,203757133865.52692,205610948586.18817,0.0307922386524867,0.0370957799553046,0.0,0.0,,,96852.62615903345,0.0,0.633924667437,1105574.0,867176.0,9372.904010763234
2023-03-15,494980.0,77.24421708860467,70.84561275180637,37.237165802027,34.15258679312,853566589.5087086,827170002.1444223,5.335262948318404,2.2968746344151585,5744701.697498255,982215.4835515616,181240179773.12265,157895506145.52402,197609354309.888,199409706301.5732,0.0313995210203321,0.0371019528649749,0.0,0.0,,,98568.37234192368,0.0,0.634357460016,1076742.0,887398.0,7879.716998092063
2023-03-16,467210.0,78.44852217523167,71.9467778916002,68.200350856824,62.547965967603,348441756.9293137,476324545.6498457,5.026145900757164,2.177824816379476,5241078.977911243,974493.9477372868,183617172519.3928,158313380615.8948,200210436829.342,202036528031.2507,0.030939443414808,0.0370611295143363,0.0,0.0,,,100533.35117291757,0.0,0.634058184428,1042763.0,826448.0,4634.122767603133
2023-03-17,504503.0,82.72570660337456,75.86746284907406,47.313512568551,43.391060704549,443616846.2286184,499795094.1988681,5.219960653434933,2.145414749306246,5576833.70342832,910785.8586975436,196061777282.18744,160069314972.2513,213785309993.141,215738085053.50195,0.0305037720805755,0.03669296734309,0.0,0.0,,,101003.66666666669,0.0,0.634155870688,1068367.0,860238.0,7653.144766610778
2023-03-18,504684.0,80.57016446875683,73.88414475850496,56.934215433274,52.209596970788,474977167.4326428,417358108.35237086,3.914918544899207,1.6195987548637714,4007471.1342191696,688223.7431032258,193123874686.27875,159918082381.31665,210600290457.12024,212526112153.85132,0.0304521398115273,0.0366491092368192,0.0,0.0,,,99609.31652857744,0.0,0.635065201012,1023641.0,848790.0,5978.6903360608085
2023-03-19,491965.0,82.01257689736077,75.2040218164027,91.061862080397,83.502049583285,231235833.1330787,295929957.388398,4.230321496612475,1.682889658730928,4197993.379735363,804740.1914996388,197205433768.25192,160405254910.48062,215059320111.6352,217028000388.15756,0.0301729610320667,0.0365367210921563,0.0,0.0,,,103914.3446724768,0.0,0.634679370277,992358.0,863579.0,3989.381771536345
2023-03-20,524592.0,78.50441352379144,71.96569200310665,52.30260552595,47.946262270971,409422388.8998507,447750598.1155312,4.203694653083761,1.726658268723718,4722523.054556664,935895.0080690464,190099630305.5862,159920763766.22156,207371868078.2696,209273954046.37848,0.0309692505874428,0.0363766818955841,0.0,0.0,,,103528.67428491308,0.0,0.635149088178,1123422.0,915887.0,5714.720437924675
2023-03-21,512052.0,80.91940054707048,74.1591009517401,59.840946943261,54.841617651772,497104931.05001634,458690326.6735519,4.048372738017908,1.6679037089456463,4378485.147821365,805435.0701748754,197450977037.28336,160902847539.95166,215450490826.3109,217430239713.355,0.0316860427920719,0.0362022864585954,0.0,0.0,,,108252.01208713984,0.0,0.634634741071,1081542.0,886187.0,5312.157557410665
2023-03-22,515906.0,76.7091486112114,70.28478029778645,38.9448179527,35.683201066617,848615826.991752,906878217.4815848,4.109243210824935,1.6586906635874057,4409419.318132485,762508.2284579427,190095584119.6375,160241522902.9147,207471238450.00565,209380797426.5336,0.0324712187079868,0.0363213422968346,0.0,0.0,,,105783.37038596492,0.0,0.634661873257,1073049.0,930990.0,6900.244598838722
2023-03-23,518218.0,79.5200568527725,72.8583662150863,46.767984869793,42.850057000006,390537969.8948196,782013198.7423315,4.710343941286188,1.910202951198129,5074477.079667317,731729.0020683517,198941378862.9521,161241490095.98447,217131272348.99747,219133913883.98477,0.0330218717011055,0.0364578364765433,0.0,0.0,,,130033.69059684683,0.0,0.634805336693,1077305.0,928261.0,6397.217755462257
2023-03-24,491153.0,75.52277022988727,69.19525048166071,52.403809541467,48.013264296018,588033562.2070211,513079595.6483477,4.58851045431425,1.949011041359442,4975005.278391592,699929.7057860554,191487659209.5536,160559025771.75568,208998137699.8549,210929669893.77667,0.0338225594357709,0.0365521715846992,0.0,0.0,,,120807.91883162476,0.0,0.634562153506,1084231.0,975499.0,5289.377417032615
2023-03-25,500189.0,74.65082954178267,68.39500043304146,87.482177955721,80.151066450186,147507493.87039503,243829932.0788698,3.535977235426972,1.6491966566164271,3721315.482221876,480438.7991465645,190533557242.2673,160430917038.8598,207960933015.9556,209885234403.70563,0.0338438688550733,0.036492317753827,0.0,0.0,,,112675.98413367032,0.0,0.633834593674,1052415.0,961629.0,3391.678864825714
2023-03-26,484572.0,75.97842145337846,69.60931914390275,136.005274803848,124.604254707825,116807772.60030895,154377017.76230127,4.01668380902312,1.729707065140451,4062727.055525952,756003.5007360512,194467890220.4588,160821946473.85187,212261282024.24115,214232035299.286,0.0336118129953204,0.0365182423988333,0.0,0.0,,,113062.55616399887,0.0,0.633913145188,1011463.0,956770.0,2120.160410651572
2023-03-27,497907.0,72.72785102774698,66.6296181616608,66.277507790779,60.720136431933,436801950.739777,392477693.3429151,5.25447742037662,2.346160157960169,5780566.208659569,789103.1743376976,187498458897.33792,160330936247.7104,204659134523.8145,206560173685.3881,0.0343257728154005,0.0366263105202024,0.0,0.0,,,118144.42037947995,0.0,0.63373829213,1100122.0,1019081.0,3840.125301449971
2023-03-28,543284.0,74.86602166481678,68.58570617296893,73.992073019879,67.785070802756,308355167.8304132,331555245.2721673,5.4889476178505445,2.4098680941345187,6310516.83044756,1245087.7556195506,194051286557.14737,161066828565.1628,211820343248.11975,213793030001.47644,0.0344877967239394,0.0367065657657198,0.0,0.0,,,115640.44199128111,0.0,0.634035418869,1149677.0,1002634.0,3706.2052456557567
2023-03-29,583947.0,75.30209167192265,68.98149282683366,71.625865532224,65.613836478186,332367924.4131594,338011962.8947695,5.636209177486193,2.6452312400948914,6566251.326281544,822789.3082710004,196203323075.57397,161406929310.5677,214180934843.80884,216179520194.9649,0.0344962834546161,0.0367101169254469,0.0,0.0,,,113731.20061858567,0.0,0.634087062117,1165012.0,1006507.0,3885.370936190412
2023-03-30,558560.0,74.89652349326556,68.6098978303155,77.947985701627,71.405227981622,256424700.163237,357024678.4774995,5.948906758068733,2.731094747287389,7066849.111672042,935447.1078307024,195874766963.9893,161431665482.98364,213822488439.47708,215822138808.9152,0.0343078955497544,0.0366966378923681,0.0,0.0,,,120828.93397021636,0.0,0.634215692848,1187924.0,1033166.0,3485.076045720224
2023-03-31,547487.0,75.46724034504963,69.13044445820842,52.275933507953,47.886453795704,497713098.9590747,438065977.6432475,5.255954386474181,2.471549502328503,6048168.623284276,793545.0954976894,199384022610.41632,162011096486.21957,217660425493.1338,219698836791.4112,0.0339489828042014,0.0366534883599563,0.0,0.0,,,111634.48217293656,0.0,0.634346064661,1150727.0,996162.0,5048.775443564836
2023-04-01,500065.0,75.1247442476175,68.81500555924104,122.903622791734,112.580928832011,186209217.6962641,209861239.5355405,4.647805984330594,2.132342073750113,4741426.740272965,610471.5761319586,199201951746.6844,162023382594.66214,217467041628.1945,219504973507.43765,0.0338891009559259,0.0365609885333036,0.0,0.0,,,110065.3055946022,0.0,0.634231012977,1020143.0,911086.0,2490.3956048286027
2023-04-02,508194.0,73.86185180642372,67.65499555513354,146.351460830115,134.053062437403,92119859.6539858,165235281.8214041,4.522422685175084,2.001307563653324,4437518.721683607,595536.1641784912,196165756800.93,161703203584.50122,214162545417.9168,216171582156.8425,0.0326328129623093,0.0365273997421306,0.0,0.0,,,109046.8797013664,0.0,0.634427060571,981226.0,894264.0,2111.850730096735
2023-04-03,499716.0,73.80004417411382,67.59733184069611,58.640270705769,53.711700073975,610352148.5345874,512689854.80505246,6.0406410136828335,2.5969986430686247,6356530.294852365,896581.4145136053,197953412975.67325,161934655973.12527,216117562989.759,218149738096.07132,0.0326191169405866,0.0365253376983677,0.0,0.0,,,117278.2042949986,0.0,0.634696026923,1052294.0,929523.0,4990.640835449327
2023-04-04,511593.0,75.98695035023695,69.59864937579158,64.303158392347,58.897125810116,347627531.80024844,466917994.6204442,6.290828502837888,2.863502255083142,6723165.691695423,863686.2598368494,204173263491.2246,162823457153.3329,222913860755.89456,225015339219.6612,0.0329392172919916,0.036590319709688,0.0,0.0,,,125590.15866685656,0.0,0.633992815668,1068725.0,891618.0,4814.59607412248
2023-04-05,517727.0,76.87276890620927,70.40447645875422,49.960713841398,45.756877910835,1230645298.0286052,388107260.0816096,6.91489795587756,3.344098709015371,7770222.428733923,759145.2428085924,208842726994.02887,163597891314.5063,228029800056.2479,230184395803.50565,0.033073173534344,0.036604059938861,0.0,0.0,,,129997.84237432548,0.0,0.63368621887,1123693.0,933564.0,6155.928875840877
2023-04-06,488853.0,74.95001525720448,68.6423697152787,74.069876653386,67.836301841421,153121481.35940805,294876186.010828,6.144065503593389,2.8169720175659383,6370769.232544977,645532.9020211574,204568173731.0601,163301019284.38968,223366235837.6981,225480148405.9296,0.0333864331795947,0.036626193530284,0.0,0.0,,,121377.23302358828,0.0,0.633868653052,1036898.0,859976.0,4862.706981283518
2023-04-07,537162.0,74.4599123319517,68.19259776753826,127.732688894715,116.981387739637,144083670.9333193,178166441.20361885,5.13815649735512,2.345259928657794,5361933.48912793,602165.5170290646,203933247908.8332,163262333655.4426,222675953959.48297,224784733520.31985,0.0331583285946666,0.0366277372013826,0.0,0.0,,,118264.98200623406,0.0,0.633845506495,1043552.0,903477.0,2431.566134403485
2023-04-08,510448.0,73.80043252561967,67.58424348429327,152.996582311369,140.10972452779,188816742.7214487,126942887.67963992,5.2283423157412265,2.170069725050245,4835045.493381908,700180.2092600849,202321851731.3278,163127582108.53723,220930787967.2632,223024925618.2749,0.0303784261922231,0.0365908737133873,0.0,0.0,,,117079.26352308127,0.0,0.634471117195,924776.0,834043.0,2304.9071675011305
2023-04-09,518857.0,74.50430231083047,68.22682320760362,156.982760143256,143.755926714834,129043308.8106704,154352923.89438033,4.786065192927516,1.8852390238410657,4579780.997047148,502948.890889936,203337303302.733,163233360288.27338,222046157275.09784,224158446459.94,0.030324857684628,0.0365795391750838,0.0,0.0,,,122363.94975159688,0.0,0.63457410837,956899.0,793074.0,2348.939288415494
2023-04-10,548021.0,76.42559695820792,69.97717523795507,95.709576864813,87.634066317885,306405354.2229025,296274266.2813391,5.508246642167411,2.284828029915547,5599022.54683033,698323.8641687738,208875913269.55756,163925682244.01407,228123903366.1127,230293379927.6617,0.030267036245067,0.0366186311623324,0.0,0.0,,,121645.3970838052,0.0,0.634574129604,1016480.0,839517.0,3591.6043760748776
2023-04-11,545042.0,75.22947640007865,68.87792823343624,68.767362231515,62.961403790656,231444327.32900032,284982196.9912283,5.997982825058441,2.485122992801408,6504824.369741528,1123532.6542106164,206631175364.4412,163883211907.88058,225685579245.59732,227836674834.6392,0.0280258563284888,0.0366273907167033,0.0,0.0,,,121619.97266676108,0.0,0.635493010845,1084502.0,893180.0,5181.376828715302
2023-04-12,526192.0,76.05646159682537,70.33075081464209,49.834262345594,46.082620903913,449002460.0819394,431381918.0220548,5.240779519224437,2.323974490077432,5354148.061784299,648025.9210943133,212039026071.75592,164260319865.7275,229301377514.90216,231455256713.9236,0.026462751283738,0.0366396748266886,0.0,0.0,,,122134.40621436716,0.0,0.635254943873,1021632.0,876543.0,6560.038313627913
2023-04-13,576454.0,79.28114986693724,73.14745943287295,50.611417596691,46.695798707608,477408622.831477,573679097.0772582,6.41898168331332,3.279114747637492,7027270.063550824,784637.1413624588,221738496243.9952,165953101497.566,240332105698.38403,242182344356.7818,0.0274088633140178,0.0367505423901839,0.0,0.0,,,122093.05132145052,0.0,0.635343413653,1094764.0,833220.0,7548.30062223995
2023-04-14,597356.0,82.47276976449282,76.00097584435056,43.016894492812,39.641277582686,631053076.0671432,603047282.3661054,6.584732586048299,3.039878555998404,7680379.410506046,1159336.161828925,231730002600.74045,167321389910.98404,251462760046.0845,253148289413.88928,0.0274275077553339,0.0368495467006201,0.0,0.0,,,121774.58621181845,0.0,0.634557358957,1166392.0,911461.0,8245.75911600649
2023-04-15,653706.0,82.28987735937511,75.5204031945061,118.211325041861,108.486817768979,180228295.74495572,210653509.3703412,5.657274195064189,2.510851147788806,5975733.474052742,622832.6826239616,230676641113.3728,167679488899.17435,251353961365.93912,251787744275.62863,0.0274903465058336,0.0368287477847957,0.0,0.0,,,112377.79814814815,0.0,0.635164493627,1056292.0,847927.0,3432.8532917323346
2023-04-16,559662.0,83.51971325133431,76.30131874202343,94.248824644615,86.103140567894,240776245.3490533,192868970.4349853,7.763570732414452,2.747248531912644,6632022.534594313,756328.2084688705,232895330299.1982,168003903566.32574,254928112971.7994,254556551027.8379,0.0252225391385638,0.0368091439667405,0.0,0.0,,,102819.7247940926,0.0,0.634589715468,854249.0,749961.0,4885.483548735053
2023-04-17,457398.0,81.6630469916732,74.55477945142593,69.737807491017,63.66755893212,257019675.9601207,272400985.60940987,8.585426093885754,3.540220857637788,8688270.91306441,1415664.5961783803,228156454932.9919,167679921599.22403,249909548894.6569,248602437767.43237,0.0253932713251367,0.036808692061232,0.0,0.0,,,125862.48874734608,0.0,0.634950420801,1011979.0,884861.0,5420.714697958082
2023-04-18,442616.0,82.47821718236226,75.27927875063456,68.819296303734,62.812548171557,373736204.6974785,286721349.6736928,12.50746155192089,5.340870361036598,13384334.66640296,2266907.480753719,230878743755.0684,168654273854.34586,252957619762.8086,251009190518.60236,0.0252564329661023,0.0368134481551604,0.0,0.0,,,112551.17996604416,0.0,0.634837712387,1070108.0,966969.0,4962.431457835214
2023-04-19,414943.0,75.36484690072811,68.72156082220138,44.778826295464,40.831647132037,930405494.6604152,992370786.706664,15.648080810549724,7.304066493617011,16979200.45277995,2553384.151069904,212647476872.29083,167565904081.59387,233204024276.59747,231129956947.47305,0.0289409946434361,0.037340666686638,0.0,0.0,,,117208.14051687614,0.0,0.634633166235,1085066.0,999000.0,6355.221975572082
2023-04-20,428140.0,75.26244784313646,68.37318329412932,49.990169477734,45.414242009901,483042683.18797445,467452610.2633608,14.682214252244568,6.431729260337628,15762472.848067716,2443754.458396459,212934774449.22232,167350510691.20102,234390028134.768,231885569778.41092,0.0281932763290471,0.0373349314978846,0.0,0.0,,,114694.6453678668,0.0,0.635353074493,1073576.0,961547.0,6010.507006819616
2023-04-21,488480.0,71.09894072954646,64.61628244959452,49.117528508554,44.639091142124,381667601.1774166,365490385.1894641,8.998174775881406,3.7535976938682176,9086716.815676078,1382408.837269449,202777831821.48428,166057271684.08362,223121611138.6198,222744186732.5661,0.0288323159578681,0.0374388642649251,0.0,0.0,,,103950.9997182305,0.0,0.635634857184,1009840.0,873467.0,6387.061586090482
2023-04-22,485508.0,71.98574400990663,65.43659473474936,108.238870081601,98.391468664992,71446291.78279026,166770158.9896592,9.952365658258053,3.826813836856167,8579038.721075023,1207437.2162811642,205666721634.04224,166248147047.04706,226250648202.55423,225847901016.29907,0.0277467951376534,0.0374307461046351,0.0,0.0,,,102312.4842370744,0.0,0.635558336355,862010.0,810547.0,3332.1167354157087
2023-04-23,461962.0,71.66158544337132,65.14918569189292,116.114285232013,105.562151371039,270222444.18276733,194099349.83141428,10.87946415102896,4.323411752235663,9439741.142066697,1350619.207167116,204288626173.2906,165721740892.9935,224709590521.37384,224309626646.74417,0.0267947239635928,0.0369351266833636,0.0,0.0,,,103583.5931846866,0.0,0.635574139746,867666.0,843510.0,2838.8503743106817
2023-04-24,461975.0,71.00004118970396,64.20128635542655,70.315090687473,63.581924695966,323854849.83929574,276336748.87036985,10.573278321554286,4.409615600855061,9947382.538031558,1437287.988570367,201484183628.8945,165416811628.10016,222820852179.3308,221903645257.18555,0.0268680731842835,0.0365579012202782,0.0,0.0,,,105847.00953582948,0.0,0.637198437023,940804.0,855384.0,4776.207616732274
2023-04-25,496300.0,72.05089500021154,65.21941846794502,66.52373049549,60.216309835171,365982576.499585,472687123.1441641,8.960943525977074,3.757754556487846,8748667.734790204,1235317.1094627208,204496389646.1903,166410959572.60748,225916578902.98053,224930771243.80457,0.0267322846725944,0.0364616112602593,0.0,0.0,,,105061.10838130002,0.0,0.636364475881,976311.0,884053.0,4796.8551376727655
2023-04-26,496219.0,71.53729916501162,65.10523392471404,56.116308205814,51.070775880196,539408311.9610621,418221829.9851755,9.4413308143761,3.831873309955359,9234763.937488364,1334703.2322135249,205480470292.48444,166455102778.36084,225780893328.4668,224787351438.22583,0.0257546072812644,0.0364110539929718,0.0,0.0,,,107167.80771929825,0.0,0.636890113828,978121.0,888950.0,5718.401130307172
2023-04-27,511245.0,72.82255374501486,66.27058963213638,60.439078857191,55.001276207831,511569764.5812694,365661562.1524371,9.27697221492808,3.5708646074078727,8713507.476537777,1350402.114432756,210150186096.20813,167086977088.1267,230927071970.6232,229896733350.8117,0.0253390223877518,0.036331736446094,0.0,0.0,,,107197.13248945148,0.0,0.637407517082,939262.0,854164.0,5578.229002757953
2023-04-28,490403.0,72.11761876157111,65.51553063816743,80.375148078808,73.01711519225,280631303.82436085,310328873.2256233,8.93288164457451,3.657591113261589,8822551.62338237,1323003.8161125856,208445203457.7016,166877653719.6583,229450506913.59445,228034427110.43832,0.0253551252581765,0.0363095114547331,0.0,0.0,,,101306.69414408087,0.0,0.637413163931,987649.0,907659.0,3952.374781719306
2023-04-29,514444.0,72.68157917830143,66.03536805538533,149.397215701008,135.735907733429,103148088.7395146,146409631.43111905,9.260426920470127,3.5428541743237347,8214906.200295208,1095215.0780843522,209815205596.49057,166981932640.62787,230932315930.80032,229465097244.52127,0.0253592940400656,0.0362994012894907,0.0,0.0,,,93076.55925769715,0.0,0.637690578952,887098.0,838242.0,2438.9717714712083
2023-04-30,447065.0,72.28669869668734,65.65880475319628,122.589156448781,111.349081272934,235191517.9122928,199891770.6989333,10.2838843485208,4.525248230585534,10026499.29104602,1482615.8619458382,207551431278.96664,166781421517.19122,228502602709.93604,227017458283.97336,0.0252826973293051,0.0363082822427016,0.0,0.0,,,105854.72651972483,0.0,0.637811428441,974972.0,961831.0,2589.226799010662
2023-05-01,402270.0,69.57357170777394,63.235006871665774,42.419316841783,38.55466560274,1197271651.2473357,373886211.2333068,13.83921020691121,6.8623129333949,15251640.000628568,2370591.850572608,201765745107.35425,166749882997.2949,221990385228.9905,220539163468.2067,0.0258707772709789,0.0362531251279671,0.0,0.0,,,102486.8282458855,0.0,0.63839770586,1102060.0,1083603.0,5654.488199016294
